Name,Size,AC,HP,Strength,Dexterity,Constitution,Intelligence,Wisdom,Charisma,Saving Throws,Skills,Damage Vulnerabilities,Damage Resistances,Damage Immunities,Condition Immunities,CR,Overall
Kuo-toa,Medium,"13 (natural armor, shield)",0.7988165680473372,13,10,11,11,10,8,0,1,0,0,0,0,0.25,63
Kuo-toa Archpriest,Medium,13 (natural armor),4.304733727810651,16,14,16,13,16,14,0,2,0,0,0,0,6,89
Kuo-toa Monitor,Medium,"13 (natural armor, Unarmored Defense)",2.8846153846153846,14,10,14,12,14,11,0,2,0,0,0,0,3,75
Kuo-toa Whip,Medium,11 (natural armor),2.8846153846153846,14,10,14,12,14,11,0,2,0,0,0,0,1,75
Lacedon,Medium,12,0.9763313609467456,13,15,10,7,10,6,0,0,0,0,1,3,1,61
Lady Illmarrow,Medium,19 (natural armor),8.831360946745562,16,16,20,27,21,24,3,4,0,2,4,9,22,124
Lamia,Large,13 (natural armor),4.304733727810651,16,13,15,14,15,16,0,3,0,0,0,0,4,89
Lampad,Medium,15 (natural armor),2.3076923076923075,12,13,14,11,12,18,0,2,0,1,1,3,3,80
Large Mimic,Large,12 (natural armor),3.328402366863905,17,12,15,5,13,8,0,1,0,0,1,1,3,70
Large Mimic,Large,12 (natural armor),2.9733727810650885,17,12,15,5,13,8,0,1,0,0,1,1,2,70
Larva,Medium,9,0.3994082840236686,9,9,10,6,10,2,0,0,0,0,0,0,0,46
Lava Child,Medium,11,2.662721893491124,18,13,16,11,10,10,0,2,0,0,3,0,3,78
Lawmage,Medium,15 (breastplate),3.727810650887574,13,12,14,17,14,13,2,3,0,0,0,0,6,83
Lazav,Medium,18 (natural armor),9.053254437869821,16,24,18,22,20,22,4,4,0,2,1,3,17,122
Lemure,Medium,7,0.5769230769230769,10,5,11,1,11,3,0,0,0,1,2,3,0,41
Leonin Iconoclast,Medium,17 (Unarmored Defense),2.9733727810650885,14,18,16,13,17,10,2,5,0,0,0,0,5,88
Lesser Death Dragon,Large,15 (natural armor),8.831360946745562,20,10,18,5,10,5,2,2,0,1,2,2,10,68
Lesser Mummy Lord,Medium,17 (natural armor),4.304733727810651,18,10,17,11,18,16,4,2,0,1,4,5,15,90
Lesser Star Spawn Emissary,Medium,19 (natural armor),10.695266272189349,21,18,24,25,20,23,3,3,0,4,0,2,19,131
Leucrotta,Large,14 (natural armor),2.9733727810650885,18,14,15,9,12,6,0,2,0,0,0,0,3,74
Leviathan,Gargantuan,17,14.556213017751478,27,24,30,2,18,17,2,0,0,3,2,8,20,118
Lich,Medium,17 (natural armor),5.991124260355029,11,16,16,20,14,16,3,4,0,3,3,5,21,93
Lichen Lich,Medium,20 (natural armor),9.985207100591715,11,16,16,14,20,16,4,4,0,2,1,6,18,93
Light Devourer,Medium,14,5.281065088757396,18,18,18,2,10,3,0,2,0,0,1,0,6,69
Lightning Golem,Medium,9,4.127218934911243,19,9,18,6,10,5,0,0,0,0,4,6,5,67
Lion,Large,12,1.1538461538461537,17,15,13,3,12,8,0,2,0,0,0,0,1,68
Liondrake,Large,16 (natural armor),5.281065088757396,19,15,17,6,12,12,0,1,0,0,0,0,7,81
Living Bigby's Hand,Large,20 (natural armor),2.3076923076923075,26,10,20,1,10,1,2,2,0,0,1,9,4,68
Living Blade of Disaster,Small,14 (natural armor),2.9733727810650885,10,16,19,6,10,3,0,0,0,0,3,9,8,64
Living Burning Hands,Medium,15 (natural armor),0.665680473372781,10,12,16,3,6,6,0,0,0,3,1,8,1,53
Living Cloudkill,Large,15 (natural armor),3.239644970414201,10,15,20,3,11,6,0,0,0,3,1,8,7,65
Living Demiplane,Medium,10,1.3757396449704142,1,10,10,1,10,1,0,0,0,0,1,13,0,33
Living Doll,Tiny,11 (natural armor),1.242603550295858,3,11,13,10,10,7,3,0,0,0,1,3,2,54
Living Iron Statue,Medium,16 (natural armor),4.526627218934911,16,14,18,6,10,5,0,0,1,0,2,6,5,69
Living Lightning Bolt,Large,15 (natural armor),2.529585798816568,10,15,18,3,10,6,0,0,0,3,1,8,5,62
Living Unseen Servant,Medium,10,0.17751479289940827,2,10,11,1,10,1,0,2,0,0,1,5,0,35
Lizard,Tiny,10,0.08875739644970414,2,11,10,1,8,3,0,0,0,0,0,0,0,35
Lizard King,Medium,15 (natural armor),3.4615384615384612,17,12,15,11,11,15,2,3,0,0,0,1,4,81
Lizard Queen,Medium,15 (natural armor),3.4615384615384612,17,12,15,11,11,15,2,3,0,0,0,1,4,81
Lizardfolk,Medium,"15 (natural armor, shield)",0.9763313609467456,15,10,13,7,12,7,0,3,0,0,0,0,0.5,64
Lizardfolk Commoner,Medium,13 (natural armor),0.7100591715976331,15,10,12,7,12,7,0,3,0,0,0,0,0.25,63
Lizardfolk Render,Large,15 (natural armor),2.3076923076923075,16,10,14,7,12,7,0,3,0,0,0,0,3,66
Lizardfolk Scaleshield,Medium,"16 (scale mail, shield)",1.4201183431952662,15,10,14,7,12,7,0,3,0,0,0,0,1,65
Lizardfolk Shaman,Medium,13 (natural armor),1.198224852071006,15,10,13,10,15,8,0,3,0,0,0,0,2,71
Lizardfolk Subchief,Medium,14 (natural armor),2.3076923076923075,14,12,14,10,16,12,1,3,0,0,0,0,3,78
Locathah,Medium,13 (natural armor),0.9763313609467456,13,12,12,11,10,11,1,2,0,0,0,0,0.5,69
Locathah Hunter,Medium,14 (natural armor),1.4644970414201182,13,14,12,11,14,11,2,2,0,0,0,0,2,75
Lonely Sorrowsworn,Medium,16 (natural armor),4.970414201183432,16,12,17,6,11,6,0,0,0,3,0,0,9,68
Lonelywood Banshee,Medium,12,2.57396449704142,1,14,10,12,11,17,2,0,0,6,3,9,4,65
Lords' Alliance Guard,Medium,"16 (chain shirt, shield)",0.4881656804733728,14,12,12,10,11,10,0,1,0,0,0,0,0.25,69
Lords' Alliance Spy,Medium,13 (leather armor),1.198224852071006,10,15,10,12,14,16,0,7,0,0,0,0,1,77
Lorehold Apprentice,Small or Medium,12,1.4644970414201182,10,14,13,15,12,11,2,3,0,0,0,0,2,75
Lorehold Pledgemage,Small or Medium,13,2.662721893491124,10,16,13,17,12,11,2,3,0,0,0,0,4,79
Lorehold Professor of Chaos,Small or Medium,12,4.881656804733727,11,14,14,19,15,13,4,3,0,0,0,0,7,86
Lorehold Professor of Order,Small or Medium,12,4.615384615384615,11,14,14,19,15,13,4,3,0,1,0,0,7,86
Lost Sorrowsworn,Medium,15 (natural armor),3.4615384615384612,17,12,15,6,7,5,0,1,0,3,0,0,7,62
Loup Garou,Medium,16 (natural armor),7.544378698224851,18,18,18,14,16,16,3,2,0,0,0,2,13,100
Lunar Dragon Wyrmling,Medium,15 (natural armor),1.6420118343195265,15,12,16,6,10,9,2,2,0,0,1,0,2,68
Lycanthropickle,Small,13 (natural armor),0.17751479289940827,6,13,12,4,8,3,0,1,1,0,0,2,0.125,46
Mad Golem,Huge,17 (natural armor),11.715976331360945,22,9,20,9,11,9,0,0,0,0,4,6,12,80
Mage,Medium,12 (15 with mage armor),1.7751479289940828,9,14,11,17,12,11,2,2,0,0,0,0,6,74
Mage Hunter,Large,15 (natural armor),3.7721893491124256,19,15,16,11,17,10,3,2,0,0,0,5,5,88
Magewright,Medium,11,0.3994082840236686,11,13,10,14,14,12,0,1,0,0,0,0,0,74
Magma Mephit,Small,11,0.9763313609467456,8,12,12,7,10,10,0,1,1,0,2,1,0.5,59
Magmin,Small,14 (natural armor),0.3994082840236686,7,15,12,8,11,10,0,0,0,3,1,0,0.5,63
Male Steeder,Medium,12 (natural armor),0.5769230769230769,15,12,14,2,10,3,0,2,0,0,0,0,0.25,56
Malformed Kraken,Huge,17 (natural armor),7.633136094674556,25,11,20,11,15,15,5,0,0,3,1,2,10,97
Mammoth,Huge,13 (natural armor),5.59171597633136,24,9,21,3,11,6,0,0,0,0,0,0,6,74
Manes,Small,9 (natural armor),0.3994082840236686,10,9,13,3,8,4,0,0,0,3,1,3,0.125,47
Manticore,Large,14 (natural armor),3.0177514792899407,17,16,17,7,12,8,0,0,0,0,0,0,3,77
Mantrap,Large,12,1.997041420118343,15,14,12,1,10,2,0,0,0,0,0,4,1,54
Marid,Large,17 (natural armor),10.162721893491124,22,12,26,18,17,18,3,0,0,3,0,0,11,113
Marilith,Large,18 (natural armor),8.38757396449704,18,20,20,18,16,20,4,0,0,5,1,1,16,112
Martial Arts Adept,Medium,16 (Unarmored Defense),2.662721893491124,11,17,13,11,16,10,0,3,0,0,0,0,3,78
Marut,Large,22 (natural armor),19.171597633136095,28,12,26,19,15,18,3,3,0,3,1,5,25,118
Master Sage,Medium,10,2.396449704142012,8,10,10,20,18,11,0,7,0,0,0,0,5,77
Master Thief,Medium,16 (studded leather),3.727810650887574,11,18,14,11,11,12,2,5,0,0,0,0,5,77
Master of Cruelties,Large,18 (plate armor),5.636094674556213,18,17,16,19,16,21,4,4,0,5,1,1,9,107
Master of Souls,Medium,12,1.997041420118343,10,14,17,19,14,13,1,2,0,0,0,0,4,87
Mastiff,Medium,12,0.22189349112426035,13,14,12,3,12,7,0,1,0,0,0,0,0.125,61
Maurezhi,Medium,15 (natural armor),3.905325443786982,14,17,12,11,12,15,0,1,0,6,1,3,7,81
Maw Demon,Medium,13 (natural armor),1.4644970414201182,14,8,13,5,8,5,0,0,0,3,1,3,1,53
Meazel,Medium,13,1.5532544378698223,8,17,9,14,13,10,0,2,0,0,0,0,1,71
Mechachimera,Large,14 (natural armor),5.059171597633136,19,11,19,3,14,10,0,1,0,0,2,0,6,76
Mechanical Bird,Tiny,15,0.04437869822485207,10,10,10,10,10,10,0,0,0,0,1,1,0.5,60
Medusa,Medium,15 (natural armor),5.636094674556213,10,15,16,12,13,15,0,4,0,0,0,0,6,81
Medusa,Medium,15 (natural armor),5.636094674556213,10,15,16,12,13,15,0,4,0,0,0,0,6,81
Meenlock,Small,15 (natural armor),1.3757396449704142,7,15,12,11,10,8,0,3,0,0,0,1,2,63
Meeseeks,Medium,10,0.0,10,10,10,10,10,10,0,0,0,0,0,0,0,60
Megapede,Gargantuan,15 (natural armor),7.766272189349112,22,10,17,1,10,3,2,2,0,0,0,0,11,63
Meletian Hoplite,Medium,"18 (breastplate, shield)",2.1745562130177514,16,14,12,16,13,11,2,3,0,0,0,0,3,82
Mercane,Large,13 (mage armor),3.328402366863905,16,10,15,18,16,15,3,3,0,0,0,0,5,90
Merfolk,Medium,11,0.4881656804733728,10,13,12,11,11,12,0,1,0,0,0,0,0.125,69
Merfolk Salvager,Medium,12,0.9763313609467456,12,14,12,11,10,13,1,2,0,0,0,0,1,72
Merfolk Scout,Medium,13 (leather armor),0.7100591715976331,11,14,12,11,13,11,0,4,0,0,0,0,0.5,72
Merregon,Medium,16 (natural armor),1.997041420118343,18,14,17,6,12,8,0,0,0,3,2,2,4,75
Merrenoloth,Medium,13,1.7751479289940828,8,17,10,17,14,11,2,4,0,5,2,1,3,77
Merrow,Large,13 (natural armor),1.997041420118343,18,10,15,8,10,9,0,0,0,0,0,0,2,70
Merrow Shallowpriest,Large,15 (natural armor),3.328402366863905,18,14,15,11,16,9,0,0,0,0,0,0,4,83
Metal Wasp,Medium,16 (natural armor),0.5769230769230769,10,14,10,1,10,3,0,0,0,0,2,5,0.5,48
Metallic Peacekeeper,Medium,17 (natural armor),3.0177514792899407,17,10,18,14,12,11,0,0,0,0,1,6,4,82
Metallic Warbler,Tiny,14 (natural armor),0.621301775147929,4,15,12,9,10,12,1,0,0,0,1,6,0.25,62
Mezzoloth,Medium,18 (natural armor),3.328402366863905,18,11,16,7,10,11,0,1,0,5,2,1,5,73
Mighty Servant of Leuk-o,Huge,22 (natural armor),13.75739644970414,30,14,20,1,14,10,2,1,0,2,9,13,0,89
Mimic,Medium,12 (natural armor),2.57396449704142,17,12,15,5,13,8,0,1,0,0,1,1,2,70
Mimic Chair,Medium,12 (natural armor),1.331360946745562,17,12,15,5,13,8,0,1,0,0,1,1,2,70
Mind Drinker Vampire,Medium,14,2.4408284023668636,16,18,12,19,13,14,3,4,0,1,0,0,4,92
Mind Flayer,Medium,15 (breastplate),3.150887573964497,11,12,12,19,17,17,3,6,0,0,0,0,7,88
Mind Flayer Arcanist,Medium,15 (breastplate),3.150887573964497,11,12,12,19,17,17,3,6,0,0,0,0,8,88
Mind Flayer Psion,Medium,15 (breastplate),3.150887573964497,11,12,12,19,17,17,3,6,0,0,0,0,8,88
Mind Mage,Medium,12 (15 with mage armor),2.1745562130177514,10,14,10,20,15,16,2,4,0,0,0,0,5,85
Mindwitness,Large,15 (natural armor),3.328402366863905,10,14,14,15,15,10,2,1,0,0,0,1,5,78
Minotaur,Large,14 (natural armor),3.3727810650887573,18,11,16,6,16,9,0,1,0,0,0,0,3,76
Minotaur Living Crystal Statue,Large,15 (natural armor),6.035502958579881,18,9,16,6,10,5,0,0,1,0,2,6,6,64
Minotaur Skeleton,Large,12 (natural armor),2.9733727810650885,18,11,15,6,8,5,0,0,1,0,1,2,2,63
Moloch,Large,19 (natural armor),11.227810650887573,26,19,22,21,18,23,4,3,0,3,2,4,21,129
Molten Magma Roper,Large,20 (natural armor),4.127218934911243,18,8,17,7,16,6,0,2,1,0,1,0,5,72
Molydeus,Huge,19 (natural armor),9.585798816568047,28,22,25,21,24,24,4,1,0,5,1,6,21,144
Monastic High Curator,Small or Medium,19 (Unarmored Defense),5.769230769230769,12,16,14,18,22,17,2,4,0,1,0,1,10,99
Monastic Infiltrator,Small or Medium,18 (Unarmored Defense),4.970414201183432,13,20,16,15,17,16,2,4,0,1,0,1,6,97
Monastic Operative,Small or Medium,17 (Unarmored Defense),3.727810650887574,13,18,14,14,17,11,2,4,0,0,0,0,5,87
Mongrelfolk,Medium,11 (natural armor),1.1538461538461537,12,9,15,9,10,6,0,3,0,0,0,0,0.25,61
Monodrone,Medium,15 (natural armor),0.22189349112426035,10,13,12,4,10,5,0,0,0,0,0,0,0.125,54
Monstrous Peryton,Large,14 (natural armor),6.390532544378698,19,14,16,9,14,10,3,1,0,0,0,0,11,82
Moonshark,Huge,13 (natural armor),5.59171597633136,23,11,21,1,10,5,0,1,0,0,0,0,5,71
Moonstone Dragon Wyrmling,Medium,17 (natural armor),1.7307692307692306,16,14,14,16,14,17,3,3,0,0,0,1,2,91
Moorbounder,Large,13 (natural armor),1.331360946745562,18,14,14,2,13,5,0,0,0,0,0,0,1,66
Mordakhesh,Medium,18 (plate armor),7.544378698224851,20,16,18,15,17,20,4,4,1,3,0,0,15,106
Morkoth,Large,17 (natural armor),7.322485207100591,14,14,14,20,15,13,3,4,0,0,0,0,11,90
Mountain Goat,Medium,11,0.5769230769230769,14,12,14,2,10,5,0,0,0,0,0,0,0.125,57
Mouth of Grolantor,Huge,14 (natural armor),4.659763313609467,21,10,18,5,7,5,0,1,0,0,0,1,6,66
Mud Mephit,Small,11,1.198224852071006,8,12,12,9,11,7,0,1,0,0,1,1,0.25,59
Mule,Medium,10,0.4881656804733728,14,10,13,2,10,5,0,0,0,0,0,0,0.125,54
Mummy,Medium,11 (natural armor),2.57396449704142,16,8,15,6,10,12,1,0,1,3,2,5,3,67
Mummy Lord,Medium,17 (natural armor),4.304733727810651,18,10,17,11,18,16,4,2,1,0,4,5,15,90
Murder Comet,Medium,19 (natural armor),2.9289940828402363,15,15,20,6,10,6,0,0,0,0,2,6,5,72
Murgaxor,Medium,16 (blood aegis),5.636094674556213,11,14,18,20,12,12,4,3,0,1,0,1,9,87
Myconid Adult,Medium,12 (natural armor),0.9763313609467456,10,10,12,10,13,7,0,0,0,0,0,0,0.5,62
Myconid Sovereign,Large,13 (natural armor),2.662721893491124,12,10,14,13,15,10,0,0,0,0,0,0,2,74
Myconid Sprout,Small,10,0.3106508875739645,8,10,10,8,11,5,0,0,0,0,0,0,0,52
Nabassu,Medium,18 (natural armor),8.431952662721892,22,14,21,14,15,17,2,1,0,5,1,1,15,103
Nagpa,Medium,19 (natural armor),9.00887573964497,9,15,12,23,18,21,3,5,0,0,0,0,17,98
Naiad,Medium,15 (natural armor),1.3757396449704142,10,16,11,15,10,18,0,2,0,1,1,3,2,80
Naiad,Medium,15 (natural armor),1.3757396449704142,10,16,11,15,10,18,0,2,0,1,1,3,2,80
Nalfeshnee,Large,18 (natural armor),8.165680473372781,21,10,22,19,12,15,4,0,0,5,1,1,13,99
Narzugon,Medium,"20 (plate armor, shield)",4.970414201183432,20,10,17,16,14,19,3,1,0,4,2,3,13,96
Necrichor,Medium,12,2.9733727810650885,8,15,17,17,13,10,3,1,0,2,0,10,7,80
Necromancer Wizard,Medium,12 (15 with mage armor),4.881656804733727,9,14,12,17,12,11,2,2,0,1,0,0,9,75
Necromite of Myrkul,Medium,11,0.5769230769230769,10,13,15,16,11,10,0,2,0,0,0,0,0.5,75
Necrotic Centipede,Huge,17 (natural armor),8.653846153846153,24,13,21,4,10,5,0,0,0,0,2,0,11,77
Needle Blight,Medium,12 (natural armor),0.4881656804733728,12,12,13,4,8,3,0,0,0,0,0,2,0.25,52
Neh-thalggu,Large,14 (natural armor),4.215976331360946,15,8,18,12,11,7,0,0,0,0,0,0,4,71
Neogi,Small,15 (natural armor),1.4644970414201182,6,16,14,13,12,15,0,2,0,0,0,0,3,76
Neogi Hatchling,Tiny,11,0.3106508875739645,3,13,10,6,10,9,0,0,0,0,0,0,0.125,51
Neogi Hatchling Swarm,Medium,11,2.3076923076923075,12,13,14,6,10,9,0,0,0,3,0,8,3,64
Neogi Master,Medium,15 (natural armor),3.150887573964497,6,16,14,16,12,18,1,5,0,0,0,0,4,82
Neogi Pirate,Small,16 (breastplate),1.4644970414201182,6,15,14,13,12,15,0,2,0,0,0,0,3,75
Neogi Void Hunter,Medium,14 (natural armor),2.57396449704142,6,16,14,16,12,18,2,5,0,0,0,0,4,82
Neothelid,Gargantuan,16 (natural armor),10.29585798816568,27,7,21,3,16,12,3,0,0,0,0,0,13,86
Nereid,Medium,13,1.952662721893491,10,17,12,13,14,16,0,4,0,0,0,0,2,82
Nergaliid,Large,12 (natural armor),1.863905325443787,18,12,20,12,10,12,0,3,0,3,2,1,3,84
Night Blade,Medium,12,0.4881656804733728,11,15,12,10,11,14,0,2,0,0,0,0,0.25,73
Night Hag,Medium,17 (natural armor),4.970414201183432,18,15,16,16,14,16,0,4,0,4,0,1,5,95
Night Scavver,Huge,14 (natural armor),5.059171597633136,20,15,17,1,10,1,0,2,0,0,0,0,5,64
Nightmare,Large,13 (natural armor),3.0177514792899407,18,15,16,10,13,15,0,0,0,0,1,0,3,87
Nightmare Shepherd,Large,18 (natural armor),5.902366863905325,19,15,18,14,17,20,2,4,0,2,1,1,11,103
Nightsea chil-liren,Medium,11,0.4881656804733728,10,13,12,11,11,12,0,1,0,0,0,0,0.125,69
Nightveil Specter,Medium,17 (natural armor),4.659763313609467,18,19,16,6,17,11,2,3,0,3,1,4,10,87
Nightwalker,Huge,14,14.955621301775148,22,19,24,6,9,8,1,0,0,7,2,8,20,88
Nilbog,Small,13 (leather armor),0.3106508875739645,8,14,10,10,8,15,0,1,0,0,0,0,1,65
Nimblewright,Medium,18 (natural armor),1.997041420118343,12,18,17,8,10,6,1,2,0,3,0,4,4,71
Niv-Mizzet,Gargantuan,22 (natural armor),16.420118343195266,29,14,29,30,17,25,3,3,0,3,2,1,26,144
Nivix Cyclops,Large,14 (half plate armor),5.103550295857988,24,9,22,7,10,9,2,0,0,0,2,6,8,81
Noble,Medium,15 (breastplate),0.3994082840236686,11,12,11,12,14,16,0,3,0,0,0,0,0.125,76
Nosferatu,Medium,17 (natural armor),3.7721893491124256,20,18,21,6,17,14,3,2,0,1,0,2,8,96
Nothic,Medium,15 (natural armor),1.997041420118343,14,16,16,13,10,8,0,4,0,0,0,0,2,77
Nupperibo,Medium,13 (natural armor),0.4881656804733728,16,11,13,3,8,1,0,1,0,2,2,4,0.5,52
Nycaloth,Large,18 (natural armor),5.458579881656805,20,11,19,12,10,15,0,3,0,5,2,1,9,87
Nyx-Fleece Ram,Medium,14 (natural armor),1.198224852071006,16,14,12,3,13,10,0,0,0,0,0,0,1,68
Oblex Spawn,Tiny,13,0.7988165680473372,8,16,15,14,11,10,2,0,0,0,0,5,0.25,74
Obzedat Ghost,Medium,14 (natural armor) plus 1 for each other Obzedat,4.881656804733727,10,10,13,18,20,17,2,2,0,7,2,8,8,88
Occult Extollant,Small or Medium,12,4.038461538461538,12,15,14,16,15,18,2,5,0,1,0,0,6,90
Occult Initiate,Small or Medium,12,2.9289940828402363,10,14,12,14,10,16,0,4,0,0,0,0,2,76
Occult Silvertongue,Small or Medium,13,5.636094674556213,13,16,16,15,17,20,2,4,0,1,0,0,8,97
Ochre Jelly,Large,8,1.997041420118343,15,6,14,2,6,1,0,0,0,1,2,6,2,44
Octopus,Small,12,0.1331360946745562,4,15,11,3,10,4,0,2,0,0,0,0,0,47
Ogre,Large,11 (hide armor),2.618343195266272,19,8,16,5,7,7,0,0,0,0,0,0,2,62
Ogre Battering Ram,Large,11 (hide armor),3.3727810650887573,19,8,16,5,7,7,0,0,0,0,0,0,4,62
Ogre Bolt Launcher,Large,13 (hide armor),2.618343195266272,19,12,16,5,7,7,0,0,0,0,0,0,2,66
Ogre Chain Brute,Large,11 (hide armor),2.618343195266272,19,8,16,5,7,7,0,0,0,0,0,0,3,62
Ogre Goblin Hucker,Large,11 (hide armor),2.618343195266272,19,8,16,5,7,7,0,0,0,0,0,0,2,62
Ogre Howdah,Large,"15 (breastplate, shield)",2.618343195266272,19,8,16,5,7,7,0,0,0,0,0,0,2,62
Ogre Skeleton,Large,11 (hide armor),2.618343195266272,19,8,16,5,7,7,0,0,1,0,1,2,2,62
Ogre Zombie,Large,8,3.7721893491124256,19,6,18,3,6,5,1,0,0,0,1,1,2,57
Oinoloth,Medium,17 (natural armor),5.281065088757396,19,17,18,17,16,19,2,3,0,5,2,1,12,106
Old Troglodyte,Medium,11 (natural armor),0.5769230769230769,14,10,14,6,10,6,0,1,0,0,0,0,0.125,60
One-Eyed Shiver,Medium,12 (15 with mage armor),2.1745562130177514,10,14,12,13,13,17,0,3,0,0,1,0,3,79
Oni,Large,16 (chain mail),4.881656804733727,19,11,16,14,12,15,4,3,0,0,0,0,7,87
Ooze Master,Huge,9 (natural armor),6.124260355029586,16,1,20,17,10,16,2,2,0,4,3,8,10,80
Oracle,Medium,15 (Blessings Of The Gods),1.952662721893491,10,14,12,13,16,15,2,3,0,0,0,0,4,80
Oracle of Strixhaven,Medium,12,6.65680473372781,12,15,16,21,20,18,4,5,0,0,0,2,15,102
Orc,Medium,13 (hide armor),0.665680473372781,16,12,16,7,11,10,0,1,0,0,0,0,0.5,72
Orc Blade of Ilneval,Medium,"18 (chain mail, shield)",2.662721893491124,17,11,17,10,12,14,1,3,0,0,0,0,4,81
Orc Claw of Luthic,Medium,14 (hide armor),1.997041420118343,14,15,16,10,15,11,0,3,0,0,0,0,2,81
Orc Commoner,Medium,10,0.17751479289940827,10,10,10,10,10,10,0,0,0,0,0,0,0,60
Orc Eye of Gruumsh,Medium,"16 (ring mail, shield)",1.997041420118343,16,12,17,9,13,12,0,2,0,0,0,0,2,79
Orc Hand of Yurtrus,Medium,12 (hide armor),1.331360946745562,12,11,16,11,14,9,0,4,0,0,0,0,2,73
Orc Nurtured One of Yurtrus,Medium,9,1.331360946745562,15,8,16,7,11,7,0,0,0,0,0,0,0.5,64
Orc Red Fang of Shargaas,Medium,15 (studded leather),2.3076923076923075,11,16,15,9,11,9,0,3,0,0,0,0,3,71
Orc War Chief,Medium,16 (chain mail),4.127218934911243,18,12,18,11,11,16,3,1,0,0,0,0,4,86
Orcus,Huge,"17 (natural armor), 20 (with the Wand of Orcus)",17.973372781065088,27,14,25,20,20,25,3,2,0,3,4,4,26,131
Oread,Medium,16 (natural armor),2.1745562130177514,14,14,12,11,13,18,0,3,0,0,2,3,4,82
Oriq Blood Mage,Medium,16 (blood aegis),5.636094674556213,11,14,18,20,12,12,4,3,0,1,0,1,9,87
Oriq Recruiter,Medium,16 (misdirecting defense),2.4408284023668636,10,14,12,17,15,18,3,4,0,1,0,2,4,86
Orog,Medium,18 (plate armor),1.863905325443787,18,12,18,12,11,12,0,2,0,0,0,0,2,83
Orthon,Large,17 (half plate),4.659763313609467,22,16,21,15,15,16,3,3,0,3,2,3,10,105
Orzhov Giant,Large,18 (plate armor),3.727810650887574,23,13,21,12,13,8,3,0,0,0,0,0,6,90
Otyugh,Large,14 (natural armor),5.059171597633136,16,11,19,6,13,6,1,0,0,0,0,0,5,71
Owl,Tiny,11,0.04437869822485207,3,13,8,2,12,7,0,2,0,0,0,0,0,45
Owlbear,Large,13 (natural armor),2.618343195266272,20,12,17,3,12,7,0,1,0,0,0,0,3,71
Ox,Large,10,0.665680473372781,18,10,14,2,10,4,0,0,0,0,0,0,0.25,58
Panopticus Wizard,Medium,10,0.3994082840236686,10,10,10,14,10,11,0,2,0,1,0,0,0.25,65
Panther,Medium,12,0.5769230769230769,14,15,10,3,14,7,0,2,0,0,0,0,0.25,63
Paper Bird,Tiny,13,0.04437869822485207,5,16,8,2,14,6,0,1,1,0,2,4,0,51
Paper Whirlwind,Medium,12,1.0650887573964496,6,14,8,3,12,6,0,1,1,3,0,8,0.25,49
Parasite-infested Behir,Huge,17 (natural armor),7.455621301775148,23,16,18,7,14,12,0,2,0,0,1,0,11,90
Pari,Medium,16 (breastplate),7.988165680473372,20,20,20,20,22,22,3,2,0,4,0,3,13,124
Peacock,Medium,10,0.22189349112426035,7,10,13,2,12,4,0,1,0,0,0,0,0,48
Pegasus,Large,12,2.618343195266272,18,15,16,10,15,13,3,1,0,0,0,0,2,87
Pentadrone,Large,16 (natural armor),1.4201183431952662,15,14,12,10,10,13,0,1,0,0,0,0,2,74
Peryton,Medium,13 (natural armor),1.4644970414201182,16,12,13,9,12,10,0,1,0,3,0,0,2,72
Pest Mascot,Tiny,13 (natural armor),0.9763313609467456,11,14,17,5,13,4,0,1,0,0,0,0,0.25,64
Phantom Warrior,Medium,16,1.997041420118343,16,11,16,8,10,15,0,2,0,3,3,9,3,76
Phase Spider,Large,13 (natural armor),1.4201183431952662,15,15,12,6,10,6,0,1,0,0,0,0,3,64
Phoenix,Gargantuan,18,7.766272189349112,19,26,25,2,21,18,2,0,0,3,2,8,16,111
Phylaskia,Large,18 (plate),4.615384615384615,20,15,18,10,16,14,2,2,0,0,2,6,9,93
Piercer,Medium,15 (natural armor),0.9763313609467456,10,13,16,1,7,3,0,1,0,0,0,0,0.5,50
Pig,Medium,11 (natural armor),0.22189349112426035,13,11,12,2,9,5,0,0,0,0,0,0,0,52
Pirate Bosun,Medium,12 (studded leather),1.198224852071006,16,11,13,11,10,13,0,2,0,0,0,0,0.5,74
Pirate Captain,Medium,14 (studded leather),1.997041420118343,16,14,14,11,10,14,0,2,0,0,0,0,2,79
Pirate Deck Wizard,Medium,12 (15 with mage armor),1.4201183431952662,10,14,14,16,13,11,0,2,0,0,0,0,1,78
Pirate First Mate,Medium,16 (chain mail),1.1538461538461537,14,11,14,11,10,13,0,2,0,0,0,0,1,73
Pit Fiend,Large,19 (natural armor),13.31360946745562,26,14,24,22,18,24,3,0,0,3,2,1,20,128
Pixie,Tiny,15,0.04437869822485207,2,20,8,10,14,15,0,2,0,0,0,0,0.25,69
Planetar,Large,19 (natural armor),8.875739644970414,24,20,24,19,22,25,3,1,0,3,0,3,16,134
Plasmoid Boss,Large,11,3.6390532544378695,18,12,14,14,13,15,2,3,0,2,0,0,4,86
Plasmoid Explorer,Medium,11,0.7100591715976331,13,12,12,10,14,10,0,2,0,2,0,0,0.25,71
Plasmoid Warrior,Medium,"16 (natural armor, shield)",3.150887573964497,16,14,14,10,11,10,0,2,0,2,0,0,3,75
