Name,AC,HP,Strength,Dexterity,Constitution,Intelligence,Wisdom,Charisma,Saving Throws,Skills,Damage Vulnerabilities,Damage Resistances,Damage Immunities,Condition Immunities,CR,gargantuan,huge,large,medium,or,small,tiny,Overall
Icewind Kobold,14,0.3994082840236686,7,15,12,8,8,8,2,3,0,0,0,0,0.125,0,0,0,0,0,1,0,58
Icewind Kobold Zombie,9,0.8431952662721893,8,6,16,3,6,3,1,0,0,0,1,1,0.125,0,0,0,0,0,1,0,42
Illithilich,17,5.991124260355029,11,16,16,20,14,16,3,4,0,3,3,5,22,0,0,0,1,0,0,0,93
Illusionist Wizard,12,1.952662721893491,9,14,13,16,11,12,2,2,0,0,0,0,3,0,0,0,1,0,0,0,75
Immortal Lotus Monk,15,2.8846153846153846,12,16,14,11,14,10,0,3,0,0,0,0,5,0,0,0,1,0,0,0,77
Imp,13,0.4437869822485207,6,17,13,11,12,14,0,4,0,3,2,1,1,0,0,0,0,0,0,1,73
Incomplete Dragon Skeleton,15,2.57396449704142,15,16,12,15,15,16,0,0,0,0,1,4,4,0,0,1,0,0,0,0,89
Incubus,15,2.9289940828402363,8,17,13,15,12,20,0,5,0,6,0,0,4,0,0,0,1,0,0,0,85
Indentured Spirit,11,0.5769230769230769,7,13,10,10,12,11,0,0,0,6,3,9,1,0,0,0,1,0,0,0,63
Infant Basilisk,11,0.17751479289940827,10,8,15,2,8,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,50
Infant Hook Horror,10,0.17751479289940827,9,10,15,6,12,7,0,1,0,0,0,0,0,0,0,0,0,0,0,1,59
Inkling Mascot,13,0.7988165680473372,10,16,14,6,7,11,0,1,0,0,1,5,0.25,0,0,0,0,0,0,1,64
Inquisitor of the Mind Fire,16,3.4171597633136095,10,14,12,17,16,19,3,2,0,0,0,2,8,0,0,0,1,0,0,0,88
Inquisitor of the Sword,16,4.038461538461538,12,14,14,15,18,16,3,4,0,0,0,2,8,0,0,0,1,0,0,0,89
Inquisitor of the Tome,11,3.4171597633136095,10,12,12,19,16,15,3,4,0,0,0,2,8,0,0,0,1,0,0,0,84
Inspired,12,1.7751479289940828,11,14,10,16,10,16,2,3,0,1,0,2,2,0,0,0,1,0,0,0,77
Intellect Devourer,12,0.9319526627218935,6,14,13,12,11,10,0,2,0,3,0,1,2,0,0,0,0,0,0,1,66
Intelligent Black Pudding,7,3.7721893491124256,16,5,16,14,6,1,0,0,0,0,4,6,4,0,0,1,0,0,0,0,58
Invisible Stalker,14,4.615384615384615,16,19,14,10,15,11,0,2,0,3,1,8,6,0,0,0,1,0,0,0,85
Iron Consul,16,1.997041420118343,17,11,16,12,15,16,1,2,0,0,0,1,2,0,0,0,1,0,0,0,87
Iron Defender,17,1.331360946745562,16,14,16,8,11,7,0,2,0,0,1,2,1,0,0,0,1,0,0,0,72
Iron Golem,20,9.319526627218934,24,9,20,3,11,1,0,0,0,0,5,6,16,0,0,1,0,0,0,0,68
Ironscale Hydra,17,8.032544378698224,22,10,22,2,10,7,0,1,0,0,1,0,12,1,0,0,0,0,0,0,73
Isolde,19,3.6390532544378695,18,18,16,14,12,16,4,4,0,6,0,0,5,0,0,0,1,0,0,0,94
Isperia,17,11.58284023668639,20,14,18,23,26,20,4,4,0,0,3,2,21,1,0,0,0,0,0,0,121
Istarian Drone,17,5.636094674556213,20,10,18,4,10,4,0,0,0,0,2,5,6,0,0,0,1,0,0,0,66
Ixitxachitl,15,0.7988165680473372,12,16,13,12,13,7,0,0,0,0,0,0,0.25,0,0,0,0,0,1,0,73
Ixitxachitl Cleric,15,0.7988165680473372,12,16,13,12,13,7,0,0,0,0,0,0,0.25,0,0,0,0,0,1,0,73
Jabberwock,18,5.103550295857988,20,12,20,4,7,11,6,1,1,0,1,3,13,0,1,0,0,0,0,0,74
Jackal,12,0.1331360946745562,8,15,11,3,12,6,0,1,0,0,0,0,0,0,0,0,0,0,1,0,55
Jackalwere,12,0.7988165680473372,11,15,11,13,11,10,0,3,0,0,3,0,0.5,0,0,0,1,0,0,0,71
Jaculi,14,0.7100591715976331,15,14,11,2,8,3,0,3,0,0,0,0,0.5,0,0,1,0,0,0,0,53
Jade Giant Spider,17,11.094674556213016,22,9,20,3,11,1,0,0,0,0,4,6,10,0,0,1,0,0,0,0,66
Jammer Leech,12,1.198224852071006,11,1,16,1,10,1,0,0,0,0,0,3,1,0,0,0,0,0,0,1,40
Jarad Vod Savo,17,7.988165680473372,14,16,16,20,16,15,3,3,0,3,1,5,22,0,0,0,1,0,0,0,97
Jiangshi,16,5.281065088757396,18,3,18,17,14,12,4,0,0,0,0,5,9,0,0,0,1,0,0,0,82
Juiblex,18,15.532544378698224,24,10,23,20,20,16,3,1,0,3,4,13,23,0,1,0,0,0,0,0,113
Junior Drow Priestess of Lolth,13,1.198224852071006,10,10,12,13,16,13,0,4,0,0,0,0,2,0,0,0,1,0,0,0,74
Juvenile Eldritch Horror,17,7.455621301775148,23,16,18,18,14,12,0,2,0,0,1,0,11,0,1,0,0,0,0,0,101
Juvenile Hook Horror,13,1.7307692307692306,15,10,15,6,12,7,0,1,0,0,0,0,2,0,0,0,1,0,0,0,65
Juvenile Kraken,16,9.186390532544378,24,11,20,19,15,17,5,0,0,3,1,2,14,0,1,0,0,0,0,0,106
Juvenile Mimic,11,0.3106508875739645,1,12,13,10,13,10,0,1,0,0,1,1,0,0,0,0,0,0,0,1,59
Kalaman Soldier,18,0.7100591715976331,13,12,12,10,11,10,0,2,0,0,0,0,0.5,0,0,0,1,1,1,0,68
Kalaraq Quori,18,7.144970414201183,12,21,18,23,24,25,3,3,0,6,0,9,19,0,0,0,1,0,0,0,123
Kalashtar,12,0.7100591715976331,12,14,12,13,15,15,0,3,0,1,0,0,0.25,0,0,0,1,0,0,0,81
Kamadan,13,2.9733727810650885,16,16,14,3,14,10,0,2,0,0,0,0,4,0,0,1,0,0,0,0,73
Kapak Draconian,15,1.7307692307692306,11,17,14,12,13,11,1,3,0,0,1,1,3,0,0,0,1,0,0,0,78
Karrnathi Undead Soldier,17,2.3076923076923075,16,14,16,12,13,5,0,2,0,2,0,3,3,0,0,0,1,0,0,0,76
Keg Robot,14,1.7307692307692306,16,16,15,6,8,5,0,1,0,3,2,6,2,0,0,0,1,0,0,0,66
Kelpie,14,2.9733727810650885,14,14,16,7,12,10,0,2,0,3,0,3,4,0,0,0,1,0,0,0,73
Kender Skirmisher,14,0.621301775147929,8,16,10,12,8,14,0,3,0,0,0,1,0.25,0,0,0,0,0,1,0,68
Kenku,13,0.5769230769230769,10,16,10,11,10,10,0,3,0,0,0,0,0.25,0,0,0,1,0,0,0,67
Ki-rin,20,6.789940828402367,21,16,16,19,20,20,0,3,0,0,1,1,12,0,0,1,0,0,0,0,112
Kiddywidget,16,0.665680473372781,6,14,18,1,10,1,0,0,0,0,2,6,0.5,0,0,0,0,0,1,0,50
Killer Whale,12,3.994082840236686,19,10,13,3,12,7,0,1,0,0,0,0,3,0,1,0,0,0,0,0,64
Kindori,11,8.964497041420119,25,7,17,6,14,7,0,0,0,0,0,0,7,1,0,0,0,0,0,0,76
Knight,18,2.3076923076923075,16,11,14,11,11,15,2,0,0,0,0,0,3,0,0,0,1,0,0,0,78
Knight of the Black Sword,13,1.4644970414201182,11,14,12,10,13,14,0,3,0,0,0,0,2,0,0,0,1,0,0,0,74
Knight of the Mithral Shield,20,2.3076923076923075,16,11,14,11,11,15,2,0,0,1,0,0,3,0,0,0,1,0,0,0,78
Knight of the Order,13,6.035502958579881,18,14,18,13,16,18,4,0,0,2,1,6,5,0,0,0,1,0,0,0,97
Knucklehead Trout,12,0.3106508875739645,14,14,11,1,6,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,47
Koalinth,14,0.7100591715976331,13,11,12,11,10,11,1,2,0,0,0,0,0.5,0,0,0,1,0,0,0,68
Koalinth Sergeant,14,1.4644970414201182,14,11,12,11,10,12,2,2,0,0,0,0,2,0,0,0,1,0,0,0,70
Kobold,12,0.22189349112426035,7,15,9,8,7,8,0,0,0,0,0,0,0.125,0,0,0,0,0,1,0,54
Kobold Commoner,10,0.1331360946745562,10,10,10,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,1,0,60
Kobold Dragonshield,15,1.952662721893491,12,15,14,8,9,10,0,1,0,1,0,0,1,0,0,0,0,0,1,0,68
Kobold Elite,12,0.3106508875739645,7,15,9,8,7,8,0,0,0,0,0,0,0.125,0,0,0,0,0,1,0,54
Kobold Inventor,12,0.5769230769230769,7,15,12,14,10,8,0,0,0,0,0,0,0.25,0,0,0,0,0,1,0,66
Kobold Scale Sorcerer,15,1.198224852071006,7,15,14,10,9,14,0,2,0,0,0,0,1,0,0,0,0,0,1,0,69
Kobold Tinkerer,12,0.4437869822485207,7,14,10,15,7,9,0,2,0,0,0,0,0.25,0,0,0,0,0,1,0,62
Kobold Underling,13,0.3106508875739645,7,16,9,8,9,8,0,0,0,0,0,0,0.125,0,0,0,0,0,1,0,57
Kobold Vampire Spawn,14,1.7307692307692306,10,18,16,8,8,8,2,2,0,3,0,0,3,0,0,0,0,0,1,0,68
Koi Prawn,13,0.7100591715976331,12,15,11,2,12,5,0,0,0,0,0,0,0.5,0,0,1,0,0,0,0,57
Korred,17,4.127218934911243,23,14,20,10,15,9,0,3,0,3,0,0,7,0,0,0,0,0,1,0,91
Kraken,18,20.946745562130175,30,11,25,22,18,20,5,0,0,0,3,2,23,1,0,0,0,0,0,0,126
Kraken Priest,15,3.328402366863905,12,10,16,10,15,14,0,1,0,0,0,0,5,0,0,0,1,0,0,0,77
Kraul Death Priest,18,2.8846153846153846,16,12,14,12,15,10,2,3,0,0,0,0,4,0,0,0,1,0,0,0,79
Kraul Warrior,18,1.198224852071006,15,12,13,10,11,8,0,0,0,0,0,0,0.5,0,0,0,1,0,0,0,69
Kruthik Hive Lord,20,4.526627218934911,19,16,17,10,14,10,0,1,0,0,0,0,5,0,0,1,0,0,0,0,86
Kuo-toa,13,0.7988165680473372,13,10,11,11,10,8,0,1,0,0,0,0,0.25,0,0,0,1,0,0,0,63
Kuo-toa Archpriest,13,4.304733727810651,16,14,16,13,16,14,0,2,0,0,0,0,6,0,0,0,1,0,0,0,89
Kuo-toa Monitor,13,2.8846153846153846,14,10,14,12,14,11,0,2,0,0,0,0,3,0,0,0,1,0,0,0,75
Kuo-toa Whip,11,2.8846153846153846,14,10,14,12,14,11,0,2,0,0,0,0,1,0,0,0,1,0,0,0,75
Lacedon,12,0.9763313609467456,13,15,10,7,10,6,0,0,0,0,1,3,1,0,0,0,1,0,0,0,61
Lady Illmarrow,19,8.831360946745562,16,16,20,27,21,24,3,4,0,2,4,9,22,0,0,0,1,0,0,0,124
Lamia,13,4.304733727810651,16,13,15,14,15,16,0,3,0,0,0,0,4,0,0,1,0,0,0,0,89
Lampad,15,2.3076923076923075,12,13,14,11,12,18,0,2,0,1,1,3,3,0,0,0,1,0,0,0,80
Large Mimic,12,3.328402366863905,17,12,15,5,13,8,0,1,0,0,1,1,3,0,0,1,0,0,0,0,70
Large Mimic,12,2.9733727810650885,17,12,15,5,13,8,0,1,0,0,1,1,2,0,0,1,0,0,0,0,70
Larva,9,0.3994082840236686,9,9,10,6,10,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,46
Lava Child,11,2.662721893491124,18,13,16,11,10,10,0,2,0,0,3,0,3,0,0,0,1,0,0,0,78
Lawmage,15,3.727810650887574,13,12,14,17,14,13,2,3,0,0,0,0,6,0,0,0,1,0,0,0,83
Lazav,18,9.053254437869821,16,24,18,22,20,22,4,4,0,2,1,3,17,0,0,0,1,0,0,0,122
Lemure,7,0.5769230769230769,10,5,11,1,11,3,0,0,0,1,2,3,0,0,0,0,1,0,0,0,41
Leonin Iconoclast,17,2.9733727810650885,14,18,16,13,17,10,2,5,0,0,0,0,5,0,0,0,1,0,0,0,88
Lesser Death Dragon,15,8.831360946745562,20,10,18,5,10,5,2,2,0,1,2,2,10,0,0,1,0,0,0,0,68
Lesser Mummy Lord,17,4.304733727810651,18,10,17,11,18,16,4,2,0,1,4,5,15,0,0,0,1,0,0,0,90
Lesser Star Spawn Emissary,19,10.695266272189349,21,18,24,25,20,23,3,3,0,4,0,2,19,0,0,0,1,0,0,0,131
Leucrotta,14,2.9733727810650885,18,14,15,9,12,6,0,2,0,0,0,0,3,0,0,1,0,0,0,0,74
Leviathan,17,14.556213017751478,27,24,30,2,18,17,2,0,0,3,2,8,20,1,0,0,0,0,0,0,118
Lich,17,5.991124260355029,11,16,16,20,14,16,3,4,0,3,3,5,21,0,0,0,1,0,0,0,93
Lichen Lich,20,9.985207100591715,11,16,16,14,20,16,4,4,0,2,1,6,18,0,0,0,1,0,0,0,93
Light Devourer,14,5.281065088757396,18,18,18,2,10,3,0,2,0,0,1,0,6,0,0,0,1,0,0,0,69
Lightning Golem,9,4.127218934911243,19,9,18,6,10,5,0,0,0,0,4,6,5,0,0,0,1,0,0,0,67
Lion,12,1.1538461538461537,17,15,13,3,12,8,0,2,0,0,0,0,1,0,0,1,0,0,0,0,68
Liondrake,16,5.281065088757396,19,15,17,6,12,12,0,1,0,0,0,0,7,0,0,1,0,0,0,0,81
Living Bigby's Hand,20,2.3076923076923075,26,10,20,1,10,1,2,2,0,0,1,9,4,0,0,1,0,0,0,0,68
Living Blade of Disaster,14,2.9733727810650885,10,16,19,6,10,3,0,0,0,0,3,9,8,0,0,0,0,0,1,0,64
Living Burning Hands,15,0.665680473372781,10,12,16,3,6,6,0,0,0,3,1,8,1,0,0,0,1,0,0,0,53
Living Cloudkill,15,3.239644970414201,10,15,20,3,11,6,0,0,0,3,1,8,7,0,0,1,0,0,0,0,65
Living Demiplane,10,1.3757396449704142,1,10,10,1,10,1,0,0,0,0,1,13,0,0,0,0,1,0,0,0,33
Living Doll,11,1.242603550295858,3,11,13,10,10,7,3,0,0,0,1,3,2,0,0,0,0,0,0,1,54
Living Iron Statue,16,4.526627218934911,16,14,18,6,10,5,0,0,1,0,2,6,5,0,0,0,1,0,0,0,69
Living Lightning Bolt,15,2.529585798816568,10,15,18,3,10,6,0,0,0,3,1,8,5,0,0,1,0,0,0,0,62
Living Unseen Servant,10,0.17751479289940827,2,10,11,1,10,1,0,2,0,0,1,5,0,0,0,0,1,0,0,0,35
Lizard,10,0.08875739644970414,2,11,10,1,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,35
Lizard King,15,3.4615384615384612,17,12,15,11,11,15,2,3,0,0,0,1,4,0,0,0,1,0,0,0,81
Lizard Queen,15,3.4615384615384612,17,12,15,11,11,15,2,3,0,0,0,1,4,0,0,0,1,0,0,0,81
Lizardfolk,15,0.9763313609467456,15,10,13,7,12,7,0,3,0,0,0,0,0.5,0,0,0,1,0,0,0,64
Lizardfolk Commoner,13,0.7100591715976331,15,10,12,7,12,7,0,3,0,0,0,0,0.25,0,0,0,1,0,0,0,63
Lizardfolk Render,15,2.3076923076923075,16,10,14,7,12,7,0,3,0,0,0,0,3,0,0,1,0,0,0,0,66
Lizardfolk Scaleshield,16,1.4201183431952662,15,10,14,7,12,7,0,3,0,0,0,0,1,0,0,0,1,0,0,0,65
Lizardfolk Shaman,13,1.198224852071006,15,10,13,10,15,8,0,3,0,0,0,0,2,0,0,0,1,0,0,0,71
Lizardfolk Subchief,14,2.3076923076923075,14,12,14,10,16,12,1,3,0,0,0,0,3,0,0,0,1,0,0,0,78
Locathah,13,0.9763313609467456,13,12,12,11,10,11,1,2,0,0,0,0,0.5,0,0,0,1,0,0,0,69
Locathah Hunter,14,1.4644970414201182,13,14,12,11,14,11,2,2,0,0,0,0,2,0,0,0,1,0,0,0,75
Lonely Sorrowsworn,16,4.970414201183432,16,12,17,6,11,6,0,0,0,3,0,0,9,0,0,0,1,0,0,0,68
Lonelywood Banshee,12,2.57396449704142,1,14,10,12,11,17,2,0,0,6,3,9,4,0,0,0,1,0,0,0,65
Lords' Alliance Guard,16,0.4881656804733728,14,12,12,10,11,10,0,1,0,0,0,0,0.25,0,0,0,1,0,0,0,69
Lords' Alliance Spy,13,1.198224852071006,10,15,10,12,14,16,0,7,0,0,0,0,1,0,0,0,1,0,0,0,77
Lorehold Apprentice,12,1.4644970414201182,10,14,13,15,12,11,2,3,0,0,0,0,2,0,0,0,1,1,1,0,75
Lorehold Pledgemage,13,2.662721893491124,10,16,13,17,12,11,2,3,0,0,0,0,4,0,0,0,1,1,1,0,79
Lorehold Professor of Chaos,12,4.881656804733727,11,14,14,19,15,13,4,3,0,0,0,0,7,0,0,0,1,1,1,0,86
Lorehold Professor of Order,12,4.615384615384615,11,14,14,19,15,13,4,3,0,1,0,0,7,0,0,0,1,1,1,0,86
Lost Sorrowsworn,15,3.4615384615384612,17,12,15,6,7,5,0,1,0,3,0,0,7,0,0,0,1,0,0,0,62
Loup Garou,16,7.544378698224851,18,18,18,14,16,16,3,2,0,0,0,2,13,0,0,0,1,0,0,0,100
Lunar Dragon Wyrmling,15,1.6420118343195265,15,12,16,6,10,9,2,2,0,0,1,0,2,0,0,0,1,0,0,0,68
Lycanthropickle,13,0.17751479289940827,6,13,12,4,8,3,0,1,1,0,0,2,0.125,0,0,0,0,0,1,0,46
Mad Golem,17,11.715976331360945,22,9,20,9,11,9,0,0,0,0,4,6,12,0,1,0,0,0,0,0,80
Mage,12,1.7751479289940828,9,14,11,17,12,11,2,2,0,0,0,0,6,0,0,0,1,0,0,0,74
Mage Hunter,15,3.7721893491124256,19,15,16,11,17,10,3,2,0,0,0,5,5,0,0,1,0,0,0,0,88
Magewright,11,0.3994082840236686,11,13,10,14,14,12,0,1,0,0,0,0,0,0,0,0,1,0,0,0,74
Magma Mephit,11,0.9763313609467456,8,12,12,7,10,10,0,1,1,0,2,1,0.5,0,0,0,0,0,1,0,59
Magmin,14,0.3994082840236686,7,15,12,8,11,10,0,0,0,3,1,0,0.5,0,0,0,0,0,1,0,63
Male Steeder,12,0.5769230769230769,15,12,14,2,10,3,0,2,0,0,0,0,0.25,0,0,0,1,0,0,0,56
Malformed Kraken,17,7.633136094674556,25,11,20,11,15,15,5,0,0,3,1,2,10,0,1,0,0,0,0,0,97
Mammoth,13,5.59171597633136,24,9,21,3,11,6,0,0,0,0,0,0,6,0,1,0,0,0,0,0,74
Manes,9,0.3994082840236686,10,9,13,3,8,4,0,0,0,3,1,3,0.125,0,0,0,0,0,1,0,47
Manticore,14,3.0177514792899407,17,16,17,7,12,8,0,0,0,0,0,0,3,0,0,1,0,0,0,0,77
Mantrap,12,1.997041420118343,15,14,12,1,10,2,0,0,0,0,0,4,1,0,0,1,0,0,0,0,54
Marid,17,10.162721893491124,22,12,26,18,17,18,3,0,0,3,0,0,11,0,0,1,0,0,0,0,113
Marilith,18,8.38757396449704,18,20,20,18,16,20,4,0,0,5,1,1,16,0,0,1,0,0,0,0,112
Martial Arts Adept,16,2.662721893491124,11,17,13,11,16,10,0,3,0,0,0,0,3,0,0,0,1,0,0,0,78
Marut,22,19.171597633136095,28,12,26,19,15,18,3,3,0,3,1,5,25,0,0,1,0,0,0,0,118
Master Sage,10,2.396449704142012,8,10,10,20,18,11,0,7,0,0,0,0,5,0,0,0,1,0,0,0,77
Master Thief,16,3.727810650887574,11,18,14,11,11,12,2,5,0,0,0,0,5,0,0,0,1,0,0,0,77
Master of Cruelties,18,5.636094674556213,18,17,16,19,16,21,4,4,0,5,1,1,9,0,0,1,0,0,0,0,107
Master of Souls,12,1.997041420118343,10,14,17,19,14,13,1,2,0,0,0,0,4,0,0,0,1,0,0,0,87
Mastiff,12,0.22189349112426035,13,14,12,3,12,7,0,1,0,0,0,0,0.125,0,0,0,1,0,0,0,61
Maurezhi,15,3.905325443786982,14,17,12,11,12,15,0,1,0,6,1,3,7,0,0,0,1,0,0,0,81
Maw Demon,13,1.4644970414201182,14,8,13,5,8,5,0,0,0,3,1,3,1,0,0,0,1,0,0,0,53
Meazel,13,1.5532544378698223,8,17,9,14,13,10,0,2,0,0,0,0,1,0,0,0,1,0,0,0,71
Mechachimera,14,5.059171597633136,19,11,19,3,14,10,0,1,0,0,2,0,6,0,0,1,0,0,0,0,76
Mechanical Bird,15,0.04437869822485207,10,10,10,10,10,10,0,0,0,0,1,1,0.5,0,0,0,0,0,0,1,60
Medusa,15,5.636094674556213,10,15,16,12,13,15,0,4,0,0,0,0,6,0,0,0,1,0,0,0,81
Medusa,15,5.636094674556213,10,15,16,12,13,15,0,4,0,0,0,0,6,0,0,0,1,0,0,0,81
Meenlock,15,1.3757396449704142,7,15,12,11,10,8,0,3,0,0,0,1,2,0,0,0,0,0,1,0,63
Meeseeks,10,0.0,10,10,10,10,10,10,0,0,0,0,0,0,0,0,0,0,1,0,0,0,60
Megapede,15,7.766272189349112,22,10,17,1,10,3,2,2,0,0,0,0,11,1,0,0,0,0,0,0,63
Meletian Hoplite,18,2.1745562130177514,16,14,12,16,13,11,2,3,0,0,0,0,3,0,0,0,1,0,0,0,82
Mercane,13,3.328402366863905,16,10,15,18,16,15,3,3,0,0,0,0,5,0,0,1,0,0,0,0,90
Merfolk,11,0.4881656804733728,10,13,12,11,11,12,0,1,0,0,0,0,0.125,0,0,0,1,0,0,0,69
Merfolk Salvager,12,0.9763313609467456,12,14,12,11,10,13,1,2,0,0,0,0,1,0,0,0,1,0,0,0,72
Merfolk Scout,13,0.7100591715976331,11,14,12,11,13,11,0,4,0,0,0,0,0.5,0,0,0,1,0,0,0,72
Merregon,16,1.997041420118343,18,14,17,6,12,8,0,0,0,3,2,2,4,0,0,0,1,0,0,0,75
Merrenoloth,13,1.7751479289940828,8,17,10,17,14,11,2,4,0,5,2,1,3,0,0,0,1,0,0,0,77
Merrow,13,1.997041420118343,18,10,15,8,10,9,0,0,0,0,0,0,2,0,0,1,0,0,0,0,70
Merrow Shallowpriest,15,3.328402366863905,18,14,15,11,16,9,0,0,0,0,0,0,4,0,0,1,0,0,0,0,83
Metal Wasp,16,0.5769230769230769,10,14,10,1,10,3,0,0,0,0,2,5,0.5,0,0,0,1,0,0,0,48
Metallic Peacekeeper,17,3.0177514792899407,17,10,18,14,12,11,0,0,0,0,1,6,4,0,0,0,1,0,0,0,82
Metallic Warbler,14,0.621301775147929,4,15,12,9,10,12,1,0,0,0,1,6,0.25,0,0,0,0,0,0,1,62
Mezzoloth,18,3.328402366863905,18,11,16,7,10,11,0,1,0,5,2,1,5,0,0,0,1,0,0,0,73
Mighty Servant of Leuk-o,22,13.75739644970414,30,14,20,1,14,10,2,1,0,2,9,13,0,0,1,0,0,0,0,0,89
Mimic,12,2.57396449704142,17,12,15,5,13,8,0,1,0,0,1,1,2,0,0,0,1,0,0,0,70
Mimic Chair,12,1.331360946745562,17,12,15,5,13,8,0,1,0,0,1,1,2,0,0,0,1,0,0,0,70
Mind Drinker Vampire,14,2.4408284023668636,16,18,12,19,13,14,3,4,0,1,0,0,4,0,0,0,1,0,0,0,92
Mind Flayer,15,3.150887573964497,11,12,12,19,17,17,3,6,0,0,0,0,7,0,0,0,1,0,0,0,88
Mind Flayer Arcanist,15,3.150887573964497,11,12,12,19,17,17,3,6,0,0,0,0,8,0,0,0,1,0,0,0,88
Mind Flayer Psion,15,3.150887573964497,11,12,12,19,17,17,3,6,0,0,0,0,8,0,0,0,1,0,0,0,88
Mind Mage,12,2.1745562130177514,10,14,10,20,15,16,2,4,0,0,0,0,5,0,0,0,1,0,0,0,85
Mindwitness,15,3.328402366863905,10,14,14,15,15,10,2,1,0,0,0,1,5,0,0,1,0,0,0,0,78
Minotaur,14,3.3727810650887573,18,11,16,6,16,9,0,1,0,0,0,0,3,0,0,1,0,0,0,0,76
Minotaur Living Crystal Statue,15,6.035502958579881,18,9,16,6,10,5,0,0,1,0,2,6,6,0,0,1,0,0,0,0,64
Minotaur Skeleton,12,2.9733727810650885,18,11,15,6,8,5,0,0,1,0,1,2,2,0,0,1,0,0,0,0,63
Moloch,19,11.227810650887573,26,19,22,21,18,23,4,3,0,3,2,4,21,0,0,1,0,0,0,0,129
Molten Magma Roper,20,4.127218934911243,18,8,17,7,16,6,0,2,1,0,1,0,5,0,0,1,0,0,0,0,72
Molydeus,19,9.585798816568047,28,22,25,21,24,24,4,1,0,5,1,6,21,0,1,0,0,0,0,0,144
Monastic High Curator,19,5.769230769230769,12,16,14,18,22,17,2,4,0,1,0,1,10,0,0,0,1,1,1,0,99
Monastic Infiltrator,18,4.970414201183432,13,20,16,15,17,16,2,4,0,1,0,1,6,0,0,0,1,1,1,0,97
Monastic Operative,17,3.727810650887574,13,18,14,14,17,11,2,4,0,0,0,0,5,0,0,0,1,1,1,0,87
Mongrelfolk,11,1.1538461538461537,12,9,15,9,10,6,0,3,0,0,0,0,0.25,0,0,0,1,0,0,0,61
Monodrone,15,0.22189349112426035,10,13,12,4,10,5,0,0,0,0,0,0,0.125,0,0,0,1,0,0,0,54
Monstrous Peryton,14,6.390532544378698,19,14,16,9,14,10,3,1,0,0,0,0,11,0,0,1,0,0,0,0,82
Moonshark,13,5.59171597633136,23,11,21,1,10,5,0,1,0,0,0,0,5,0,1,0,0,0,0,0,71
Moonstone Dragon Wyrmling,17,1.7307692307692306,16,14,14,16,14,17,3,3,0,0,0,1,2,0,0,0,1,0,0,0,91
Moorbounder,13,1.331360946745562,18,14,14,2,13,5,0,0,0,0,0,0,1,0,0,1,0,0,0,0,66
Mordakhesh,18,7.544378698224851,20,16,18,15,17,20,4,4,1,3,0,0,15,0,0,0,1,0,0,0,106
Morkoth,17,7.322485207100591,14,14,14,20,15,13,3,4,0,0,0,0,11,0,0,1,0,0,0,0,90
Mountain Goat,11,0.5769230769230769,14,12,14,2,10,5,0,0,0,0,0,0,0.125,0,0,0,1,0,0,0,57
Mouth of Grolantor,14,4.659763313609467,21,10,18,5,7,5,0,1,0,0,0,1,6,0,1,0,0,0,0,0,66
Mud Mephit,11,1.198224852071006,8,12,12,9,11,7,0,1,0,0,1,1,0.25,0,0,0,0,0,1,0,59
Mule,10,0.4881656804733728,14,10,13,2,10,5,0,0,0,0,0,0,0.125,0,0,0,1,0,0,0,54
Mummy,11,2.57396449704142,16,8,15,6,10,12,1,0,1,3,2,5,3,0,0,0,1,0,0,0,67
Mummy Lord,17,4.304733727810651,18,10,17,11,18,16,4,2,1,0,4,5,15,0,0,0,1,0,0,0,90
Murder Comet,19,2.9289940828402363,15,15,20,6,10,6,0,0,0,0,2,6,5,0,0,0,1,0,0,0,72
Murgaxor,16,5.636094674556213,11,14,18,20,12,12,4,3,0,1,0,1,9,0,0,0,1,0,0,0,87
Myconid Adult,12,0.9763313609467456,10,10,12,10,13,7,0,0,0,0,0,0,0.5,0,0,0,1,0,0,0,62
Myconid Sovereign,13,2.662721893491124,12,10,14,13,15,10,0,0,0,0,0,0,2,0,0,1,0,0,0,0,74
Myconid Sprout,10,0.3106508875739645,8,10,10,8,11,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,52
Nabassu,18,8.431952662721892,22,14,21,14,15,17,2,1,0,5,1,1,15,0,0,0,1,0,0,0,103
Nagpa,19,9.00887573964497,9,15,12,23,18,21,3,5,0,0,0,0,17,0,0,0,1,0,0,0,98
Naiad,15,1.3757396449704142,10,16,11,15,10,18,0,2,0,1,1,3,2,0,0,0,1,0,0,0,80
Naiad,15,1.3757396449704142,10,16,11,15,10,18,0,2,0,1,1,3,2,0,0,0,1,0,0,0,80
Nalfeshnee,18,8.165680473372781,21,10,22,19,12,15,4,0,0,5,1,1,13,0,0,1,0,0,0,0,99
Narzugon,20,4.970414201183432,20,10,17,16,14,19,3,1,0,4,2,3,13,0,0,0,1,0,0,0,96
Necrichor,12,2.9733727810650885,8,15,17,17,13,10,3,1,0,2,0,10,7,0,0,0,1,0,0,0,80
